step,time_s,cmd_x,cmd_y,cmd_yaw,root_vx_b,root_vy_b,root_vz_b,root_wx_b,root_wy_b,root_wz_b,contact_BL_FOOT,contact_BR_FOOT,contact_ML_FOOT,contact_MR_FOOT,policy_action_raw_BL_coxa_joint,policy_action_raw_BR_coxa_joint,policy_action_raw_ML_coxa_joint,policy_action_raw_MR_coxa_joint,policy_action_raw_BL_femur_joint,policy_action_raw_BR_femur_joint,policy_action_raw_ML_femur_joint,policy_action_raw_MR_femur_joint,policy_action_raw_BL_tibia_joint,policy_action_raw_BR_tibia_joint,policy_action_raw_ML_tibia_joint,policy_action_raw_MR_tibia_joint,action_BL_coxa_joint,action_BR_coxa_joint,action_ML_coxa_joint,action_MR_coxa_joint,action_BL_femur_joint,action_BR_femur_joint,action_ML_femur_joint,action_MR_femur_joint,action_BL_tibia_joint,action_BR_tibia_joint,action_ML_tibia_joint,action_MR_tibia_joint,target_pos_rad_BL_coxa_joint,target_pos_rad_BR_coxa_joint,target_pos_rad_ML_coxa_joint,target_pos_rad_MR_coxa_joint,target_pos_rad_BL_femur_joint,target_pos_rad_BR_femur_joint,target_pos_rad_ML_femur_joint,target_pos_rad_MR_femur_joint,target_pos_rad_BL_tibia_joint,target_pos_rad_BR_tibia_joint,target_pos_rad_ML_tibia_joint,target_pos_rad_MR_tibia_joint,actual_pos_rad_BL_coxa_joint,actual_pos_rad_BR_coxa_joint,actual_pos_rad_ML_coxa_joint,actual_pos_rad_MR_coxa_joint,actual_pos_rad_BL_femur_joint,actual_pos_rad_BR_femur_joint,actual_pos_rad_ML_femur_joint,actual_pos_rad_MR_femur_joint,actual_pos_rad_BL_tibia_joint,actual_pos_rad_BR_tibia_joint,actual_pos_rad_ML_tibia_joint,actual_pos_rad_MR_tibia_joint,actual_vel_radps_BL_coxa_joint,actual_vel_radps_BR_coxa_joint,actual_vel_radps_ML_coxa_joint,actual_vel_radps_MR_coxa_joint,actual_vel_radps_BL_femur_joint,actual_vel_radps_BR_femur_joint,actual_vel_radps_ML_femur_joint,actual_vel_radps_MR_femur_joint,actual_vel_radps_BL_tibia_joint,actual_vel_radps_BR_tibia_joint,actual_vel_radps_ML_tibia_joint,actual_vel_radps_MR_tibia_joint
373,7.46,0.0,0.30000001192092896,0.0,0.04184455797076225,0.2111937701702118,0.007908363826572895,0.6992827653884888,0.3240433633327484,-0.09758197516202927,1,0,1,1,0.9111804962158203,0.8072333931922913,0.829200029373169,1.6772738695144653,1.8682864904403687,-0.2222442924976349,1.0602571964263916,1.9367892742156982,-0.17880430817604065,-1.261780023574829,-0.6673467755317688,-1.3286248445510864,0.9111804962158203,0.8072333931922913,0.829200029373169,1.0,1.0,-0.2222442924976349,1.0,1.0,-0.17880430817604065,-1.0,-0.6673467755317688,-1.0,0.10652440786361694,0.05455085635185242,0.9381988048553467,1.0235987901687622,0.06366768479347229,-0.5474544763565063,0.06366768479347229,0.06366768479347229,1.8304599523544312,1.419862151145935,1.586188793182373,1.419862151145935,0.15325932204723358,0.005410564597696066,0.8926099538803101,1.0271281003952026,-0.0001363131741527468,-0.11581958830356598,-0.1664881706237793,-0.1007184088230133,2.1361215114593506,1.4054527282714844,1.6825201511383057,1.4480851888656616,0.45171141624450684,-0.22490718960762024,-0.4686552882194519,-0.7426286339759827,-0.9174968600273132,-3.0335514545440674,1.3878414630889893,-0.16952954232692719,-1.1831642389297485,0.7480775117874146,-0.3304671049118042,1.0878751277923584
374,7.48,0.0,0.30000001192092896,0.0,0.059611015021800995,0.2644335925579071,0.08761775493621826,-0.03386775031685829,0.07574634253978729,0.030974293127655983,1,0,0,1,0.6330437064170837,1.2096898555755615,1.3543181419372559,0.8110095858573914,2.519515037536621,-0.7026782631874084,-0.564461350440979,1.4543075561523438,-0.37908464670181274,-1.1288907527923584,-0.9626765847206116,-0.8518396615982056,0.6330437064170837,1.0,1.0,0.8110095858573914,1.0,-0.7026782631874084,-0.564461350440979,1.0,-0.37908464670181274,-1.0,-0.9626765847206116,-0.8518396615982056,-0.03254398703575134,0.1509341597557068,1.0235987901687622,0.9291036128997803,0.06366768479347229,-0.7876714468002319,-0.7185629606246948,0.06366768479347229,1.730319857597351,1.419862151145935,1.4385238885879517,1.4939422607421875,0.12733051180839539,0.01797373779118061,0.9024099111557007,1.0181328058242798,0.0003047091595362872,-0.17519444227218628,-0.20986638963222504,-0.10468835383653641,2.119235038757324,1.4194358587265015,1.6345667839050293,1.4691697359085083,-1.7750000953674316,1.2838562726974487,1.098056674003601,-0.3952011168003082,-0.09429145604372025,-2.9965696334838867,-2.9739339351654053,0.022038720548152924,-1.22647225856781,0.5623594522476196,-2.997271776199341,1.0482583045959473
375,7.5,0.0,0.30000001192092896,0.0,0.018071092665195465,0.2833186686038971,0.06838523596525192,-0.09429502487182617,0.006879391148686409,-0.006676529534161091,1,0,0,1,0.7528609037399292,1.4013768434524536,1.735487937927246,0.8379510045051575,2.242931365966797,0.0012421086430549622,-0.3143325746059418,1.3776997327804565,0.15168778598308563,-0.33681607246398926,-1.4477169513702393,-0.7550598978996277,0.7528609037399292,1.0,1.0,0.8379510045051575,1.0,0.0012421086430549622,-0.3143325746059418,1.0,0.15168778598308563,-0.33681607246398926,-1.0,-0.7550598978996277,0.027364611625671387,0.1509341597557068,1.0235987901687622,0.9425742626190186,0.06366768479347229,-0.4357112646102905,-0.5934985876083374,0.06366768479347229,1.9957060813903809,1.7514541149139404,1.419862151145935,1.5423321723937988,0.09278306365013123,0.05550028756260872,0.9349256753921509,1.0099679231643677,6.0886268329340965e-06,-0.2355179339647293,-0.2691746950149536,-0.10533784329891205,2.101970672607422,1.4741004705429077,1.574589490890503,1.4903148412704468,-1.7459743022918701,2.2540783882141113,1.9956272840499878,-0.4412563741207123,0.03929697349667549,-3.001858949661255,-2.978071451187134,-0.01109427958726883,-0.8718478679656982,2.998188018798828,-2.9993975162506104,1.000792145729065
376,7.5200000000000005,0.0,0.30000001192092896,0.0,0.02567072957754135,0.2685126066207886,0.06425324827432632,-0.32508382201194763,-0.2291938066482544,0.05159390717744827,1,0,0,1,0.8768907785415649,1.4767054319381714,1.662435531616211,1.080836534500122,2.207569122314453,0.3410991430282593,0.35842207074165344,1.4640121459960938,0.2273319512605667,-0.2568136155605316,-1.4674216508865356,-0.6527003645896912,0.8768907785415649,1.0,1.0,1.0,1.0,0.3410991430282593,0.35842207074165344,1.0,0.2273319512605667,-0.2568136155605316,-1.0,-0.6527003645896912,0.08937954902648926,0.1509341597557068,1.0235987901687622,1.0235987901687622,0.06366768479347229,-0.26578274369239807,-0.2571212649345398,0.06366768479347229,2.0335280895233154,1.7914553880691528,1.419862151145935,1.593511939048767,0.0656340941786766,0.10350142419338226,0.9782218933105469,1.0037367343902588,-0.00046062664478085935,-0.27805015444755554,-0.3086484372615814,-0.10594490170478821,2.085148572921753,1.5340721607208252,1.5145585536956787,1.5098060369491577,-1.0248801708221436,2.3973851203918457,2.2081289291381836,-0.20693440735340118,-0.005515262484550476,-1.3696166276931763,-1.1403512954711914,0.0710284411907196,-0.9425816535949707,2.999849796295166,-3.0018293857574463,0.8758938312530518
377,7.54,0.0,0.30000001192092896,0.0,0.010302096605300903,0.3176157474517822,0.056138209998607635,-0.27063214778900146,-0.18216028809547424,0.02811725065112114,1,0,0,1,0.6594130396842957,1.6396965980529785,1.6295156478881836,0.8539777994155884,2.3403775691986084,0.4560132622718811,0.8418581485748291,1.5589416027069092,0.2529536485671997,-0.6155219078063965,-1.3961087465286255,-0.5771730542182922,0.6594130396842957,1.0,1.0,0.8539777994155884,1.0,0.4560132622718811,0.8418581485748291,1.0,0.2529536485671997,-0.6155219078063965,-1.0,-0.5771730542182922,-0.019359320402145386,0.1509341597557068,1.0235987901687622,0.9505876898765564,0.06366768479347229,-0.20832568407058716,-0.01540324091911316,0.06366768479347229,2.0463390350341797,1.6121011972427368,1.419862151145935,1.6312756538391113,0.0396343469619751,0.1469568908214569,1.0184022188186646,0.9971150159835815,-0.0006304146372713149,-0.28379660844802856,-0.275202214717865,-0.10651559382677078,2.0667343139648438,1.5872058868408203,1.4555506706237793,1.53006911277771,-1.4627825021743774,1.8876055479049683,1.7726467847824097,-0.38320958614349365,-0.07361449301242828,0.5971037745475769,3.003647804260254,0.03648532181978226,-0.9315357208251953,2.2245330810546875,-2.7321834564208984,1.0301657915115356
378,7.5600000000000005,0.0,0.30000001192092896,0.0,-0.012877807021141052,0.34972310066223145,0.017540907487273216,-0.35713404417037964,-0.25615811347961426,0.07279057800769806,1,0,0,1,0.6901021003723145,1.7629958391189575,1.698366403579712,0.8408874273300171,2.177509307861328,0.25225090980529785,0.6173607110977173,1.4861128330230713,0.2010865956544876,-0.9922022223472595,-1.304978370666504,-0.6006485223770142,0.6901021003723145,1.0,1.0,0.8408874273300171,1.0,0.25225090980529785,0.6173607110977173,1.0,0.2010865956544876,-0.9922022223472595,-1.0,-0.6006485223770142,-0.004014790058135986,0.1509341597557068,1.0235987901687622,0.9440425038337708,0.06366768479347229,-0.3102068603038788,-0.12765195965766907,0.06366768479347229,2.0204055309295654,1.423761010169983,1.419862151145935,1.6195378303527832,0.010696244426071644,0.17567682266235352,1.047156810760498,0.9880454540252686,-0.0046178363263607025,-0.27316924929618835,-0.2147264927625656,-0.10933727025985718,2.050818681716919,1.5759036540985107,1.4140124320983887,1.5538818836212158,-1.3908499479293823,1.0207360982894897,1.1304690837860107,-0.5011574625968933,-0.2468990832567215,0.4197482168674469,3.0132665634155273,-0.14742566645145416,-0.7851096391677856,-2.3914947509765625,-1.4601383209228516,1.2228037118911743
379,7.58,0.0,0.30000001192092896,0.0,-0.03546537458896637,0.4321760833263397,0.04592966288328171,-0.544931173324585,-0.27701830863952637,0.059863343834877014,1,0,0,1,0.5306099057197571,1.8757448196411133,1.5742526054382324,0.7259836196899414,2.245363235473633,0.37643495202064514,1.0225144624710083,1.605323076248169,-0.011460849083960056,-1.2482750415802002,-1.3550723791122437,-0.5966739654541016,0.5306099057197571,1.0,1.0,0.7259836196899414,1.0,0.37643495202064514,1.0,1.0,-0.011460849083960056,-1.0,-1.0,-0.5966739654541016,-0.08376088738441467,0.1509341597557068,1.0235987901687622,0.8865906000137329,0.06366768479347229,-0.24811483919620514,0.06366768479347229,0.06366768479347229,1.914131760597229,1.419862151145935,1.419862151145935,1.6215251684188843,-0.021922482177615166,0.18699775636196136,1.0455446243286133,0.9775773286819458,-0.005533695220947266,-0.2572783827781677,-0.1541757583618164,-0.11419668048620224,2.030160903930664,1.5168869495391846,1.397759199142456,1.5807721614837646,-1.628036379814148,0.1648307591676712,-0.1782282143831253,-0.6408318877220154,0.16164736449718475,0.9836074709892273,3.019395589828491,-0.16548629105091095,-1.2562617063522339,-3.0030696392059326,-0.2966594398021698,1.2998592853546143
380,7.6000000000000005,0.0,0.30000001192092896,0.0,0.05887266993522644,0.40146616101264954,0.14127834141254425,-0.006678685545921326,0.1761709451675415,0.26365914940834045,1,0,1,1,0.4937269985675812,1.9907400608062744,1.4111837148666382,0.8247637152671814,2.217945098876953,0.336256742477417,1.2540560960769653,1.7391321659088135,-0.280670702457428,-1.6927282810211182,-1.4312185049057007,-0.6288425922393799,0.4937269985675812,1.0,1.0,0.8247637152671814,1.0,0.336256742477417,1.0,1.0,-0.280670702457428,-1.0,-1.0,-0.6288425922393799,-0.10220234096050262,0.1509341597557068,1.0235987901687622,0.9359806776046753,0.06366768479347229,-0.2682039439678192,0.06366768479347229,0.06366768479347229,1.7795268297195435,1.419862151145935,1.419862151145935,1.6054408550262451,-0.05774423107504845,0.18346744775772095,1.0376309156417847,0.9577764868736267,0.00015349610475823283,-0.24584370851516724,-0.13740168511867523,-0.11684427410364151,1.9895603656768799,1.4593881368637085,1.4018062353134155,1.6065994501113892,-1.8225961923599243,-0.4414394199848175,-0.37866711616516113,-1.1857140064239502,-0.06539808213710785,0.3444308340549469,0.623357892036438,0.28530943393707275,-2.396359443664551,-2.6019296646118164,0.7561339139938354,1.1681984663009644
381,7.62,0.0,0.30000001192092896,0.0,0.023431546986103058,0.3604508638381958,0.24912512302398682,0.21770194172859192,-0.13419142365455627,0.07485503703355789,1,0,1,1,0.308178573846817,2.0797533988952637,1.3343464136123657,0.8801609873771667,2.292332649230957,0.7842203378677368,1.7033981084823608,2.004866361618042,-0.1598622053861618,-1.8798354864120483,-1.2252665758132935,-0.9226534366607666,0.308178573846817,1.0,1.0,0.8801609873771667,1.0,0.7842203378677368,1.0,1.0,-0.1598622053861618,-1.0,-1.0,-0.9226534366607666,-0.1949765533208847,0.1509341597557068,1.0235987901687622,0.963679313659668,0.06366768479347229,-0.0442221462726593,0.06366768479347229,0.06366768479347229,1.8399310111999512,1.419862151145935,1.419862151145935,1.4585354328155518,-0.1018015593290329,0.17526325583457947,1.0253710746765137,0.9380849003791809,3.1405172194354236e-05,-0.20197513699531555,-0.12269582599401474,-0.09398583322763443,1.9467321634292603,1.416153907775879,1.4149417877197266,1.6158045530319214,-2.400615692138672,-0.3650864064693451,-0.7605636119842529,-0.8910279870033264,0.002556388732045889,2.9949047565460205,1.0099804401397705,1.7331212759017944,-2.1724071502685547,-1.6230154037475586,0.4287685453891754,-0.07090295106172562
382,7.640000000000001,0.0,0.30000001192092896,0.0,-0.0419238805770874,0.3464031219482422,0.2853901982307434,0.5743218660354614,0.027537792921066284,0.1395607441663742,1,0,1,1,0.25262314081192017,1.8957432508468628,1.2505958080291748,0.5494506359100342,2.013169050216675,0.9340444803237915,1.5487202405929565,1.2555532455444336,-0.2331182062625885,-1.8847019672393799,-1.2159377336502075,-0.9835563898086548,0.25262314081192017,1.0,1.0,0.5494506359100342,1.0,0.9340444803237915,1.0,1.0,-0.2331182062625885,-1.0,-1.0,-0.9835563898086548,-0.22275426983833313,0.1509341597557068,1.0235987901687622,0.7983241081237793,0.06366768479347229,0.030689924955368042,0.06366768479347229,0.06366768479347229,1.8033030033111572,1.419862151145935,1.419862151145935,1.428083896636963,-0.15054041147232056,0.16637244820594788,1.012351632118225,0.9128710031509399,4.335242556408048e-05,-0.14210177958011627,-0.09256790578365326,-0.05562804266810417,1.9081449508666992,1.3967971801757812,1.4202799797058105,1.608220100402832,-2.438446044921875,-0.48880627751350403,-0.5360023975372314,-1.5552599430084229,0.0036286860704421997,2.9998624324798584,1.8907227516174316,2.1381919384002686,-1.9023295640945435,-0.4346901774406433,0.10098855197429657,-0.6761666536331177
383,7.66,0.0,0.30000001192092896,0.0,0.002897419035434723,0.30191606283187866,0.08868633955717087,0.5195607542991638,0.958470344543457,0.0932982787489891,0,0,1,0,0.2971055507659912,1.5770459175109863,1.1661057472229004,0.9214189052581787,1.445355772972107,1.2135322093963623,1.335349440574646,-0.10945192724466324,-0.12880605459213257,-1.800206184387207,-1.1707950830459595,-0.9806420803070068,0.2971055507659912,1.0,1.0,0.9214189052581787,1.0,1.0,1.0,-0.10945192724466324,-0.12880605459213257,-1.0,-1.0,-0.9806420803070068,-0.2005130648612976,0.1509341597557068,1.0235987901687622,0.9843082427978516,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.4910582900047302,1.8554590940475464,1.419862151145935,1.419862151145935,1.4295411109924316,-0.19466733932495117,0.15844452381134033,1.0085043907165527,0.8976468443870544,-2.101457994285738e-06,-0.08211494982242584,-0.0507386289536953,-0.08922966569662094,1.8740419149398804,1.3956505060195923,1.4224574565887451,1.5641834735870361,-1.9118375778198242,-0.33934810757637024,-0.010302579961717129,-0.06518302112817764,-8.599342982051894e-05,2.998929977416992,2.2101428508758545,-3.003474235534668,-1.5093352794647217,0.23311477899551392,0.07819349318742752,-3.000246524810791
384,7.68,0.0,0.30000001192092896,0.0,0.10406479239463806,0.21091467142105103,-0.07273819297552109,0.26500993967056274,0.34342440962791443,0.3620296120643616,0,1,1,0,0.5202980041503906,1.057645559310913,1.1209028959274292,1.9616144895553589,0.6211019158363342,1.1954667568206787,1.5968891382217407,0.0005966369062662125,0.5851197838783264,-1.2889907360076904,-0.8739657998085022,-1.396537184715271,0.5202980041503906,1.0,1.0,1.0,0.6211019158363342,1.0,1.0,0.0005966369062662125,0.5851197838783264,-1.0,-0.8739657998085022,-1.0,-0.0889168381690979,0.1509341597557068,1.0235987901687622,1.0235987901687622,-0.1257813572883606,0.06366768479347229,0.06366768479347229,-0.4360339939594269,2.2124221324920654,1.419862151145935,1.4828792810440063,1.419862151145935,-0.2048567831516266,0.14689020812511444,1.0080524682998657,0.9119994640350342,-0.02212921716272831,-0.04960821568965912,-0.02246314100921154,-0.14533980190753937,1.9157052040100098,1.380361557006836,1.429955244064331,1.5096379518508911,0.6529228091239929,-0.8635030388832092,-0.08341195434331894,1.075776219367981,-1.366316556930542,-0.8509475588798523,0.2850530743598938,-2.738274097442627,3.0003039836883545,-2.3029708862304688,0.5869629979133606,-1.9963855743408203
385,7.7,0.0,0.30000001192092896,0.0,0.0819104015827179,0.2306332290172577,-0.0797174945473671,-0.2908926010131836,-0.0455072820186615,0.05376751720905304,0,1,1,0,0.5405148267745972,0.9965516328811646,0.7546113729476929,1.943024754524231,0.9544875621795654,1.7648037672042847,1.7278412580490112,-0.18763640522956848,0.6707214117050171,-1.4166595935821533,-0.7426385283470154,-1.3091543912887573,0.5405148267745972,0.9965516328811646,0.7546113729476929,1.0,0.9544875621795654,1.0,1.0,-0.18763640522956848,0.6707214117050171,-1.0,-0.7426385283470154,-1.0,-0.07880842685699463,0.14920997619628906,0.9009044766426086,1.0235987901687622,0.040911465883255005,0.06366768479347229,0.06366768479347229,-0.5301505327224731,2.255222797393799,1.419862151145935,1.548542857170105,1.419862151145935,-0.1809307485818863,0.12926800549030304,1.001059651374817,0.9453707933425903,-0.025661613792181015,-0.05406894162297249,-0.03205046057701111,-0.20477408170700073,1.9757113456726074,1.3773186206817627,1.4502670764923096,1.4642448425292969,1.6294420957565308,-0.7041684985160828,-0.5350515842437744,2.048109292984009,0.6193096041679382,-0.0031558722257614136,-0.9765356183052063,-2.986677885055542,3.0002729892730713,0.4659896790981293,1.218909502029419,-2.2668073177337646
386,7.72,0.0,0.30000001192092896,0.0,0.08761990070343018,0.24553269147872925,-0.15900681912899017,-0.385627418756485,-0.28883227705955505,0.04798271879553795,0,1,1,0,0.7991352081298828,0.9447225332260132,0.8165103197097778,2.1459975242614746,1.130818247795105,1.7264142036437988,1.8032063245773315,0.26270589232444763,0.656853437423706,-1.3204820156097412,-0.6166909337043762,-1.2777410745620728,0.7991352081298828,0.9447225332260132,0.8165103197097778,1.0,1.0,1.0,1.0,0.26270589232444763,0.656853437423706,-1.0,-0.6166909337043762,-1.0,0.05050176382064819,0.12329542636871338,0.9318539500236511,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.3049793839454651,2.248288869857788,1.419862151145935,1.6115167140960693,1.419862151145935,-0.1268652379512787,0.11561319231987,0.9903462529182434,0.9875410795211792,3.025854311999865e-06,-0.05357322841882706,-0.06139987334609032,-0.26237496733665466,2.0357165336608887,1.383528470993042,1.4805647134780884,1.4259719848632812,2.9969615936279297,-0.6366702318191528,-0.6139591336250305,2.0856881141662598,0.7919250130653381,0.13417479395866394,-1.771587610244751,-2.5938243865966797,3.0002193450927734,0.24871891736984253,1.7057636976242065,-1.5143043994903564
387,7.74,0.0,0.30000001192092896,0.0,0.04886240139603615,0.2666444182395935,-0.18694844841957092,-0.23316355049610138,-0.476574182510376,0.04895631968975067,0,1,1,0,0.9235029220581055,0.874268651008606,0.8844420313835144,2.2060985565185547,1.3309646844863892,1.5659184455871582,1.7325438261032104,0.6464123725891113,0.5560580492019653,-1.240442156791687,-0.5224621891975403,-1.2864347696304321,0.9235029220581055,0.874268651008606,0.8844420313835144,1.0,1.0,1.0,1.0,0.6464123725891113,0.5560580492019653,-1.0,-0.5224621891975403,-1.0,0.11268562078475952,0.08806848526000977,0.9658198356628418,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.11312612891197205,2.1978912353515625,1.419862151145935,1.6586310863494873,1.419862151145935,-0.06686785817146301,0.09877076745033264,0.9735962152481079,1.024261474609375,-6.650695993926092e-09,-0.050009388476610184,-0.10500475764274597,-0.2715460956096649,2.0957179069519043,1.3889559507369995,1.523208498954773,1.4031660556793213,3.0000035762786865,-0.9100911617279053,-0.8519765138626099,1.5711981058120728,2.4645029043313116e-05,0.17879171669483185,-2.175447940826416,1.096703290939331,3.0000357627868652,0.17694467306137085,2.210353374481201,-0.7695937752723694
388,7.76,0.0,0.30000001192092896,0.0,0.01985173672437668,0.31263992190361023,-0.19249503314495087,-0.12580424547195435,-0.35882407426834106,0.10515234619379044,0,1,1,0,1.1790648698806763,0.7954171895980835,0.7758358120918274,2.1560702323913574,1.7329620122909546,1.7143219709396362,1.799802541732788,0.6627095341682434,0.5549727082252502,-1.186909556388855,-0.478065550327301,-1.2917152643203735,1.0,0.7954171895980835,0.7758358120918274,1.0,1.0,1.0,1.0,0.6627095341682434,0.5549727082252502,-1.0,-0.478065550327301,-1.0,0.1509341597557068,0.048642754554748535,0.9115166664123535,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.104977548122406,2.1973485946655273,1.419862151145935,1.680829405784607,1.419862151145935,-0.006870069541037083,0.07827508449554443,0.9562587738037109,1.0472054481506348,3.0185449304553913e-06,-0.05028083547949791,-0.1477835476398468,-0.22542893886566162,2.154245376586914,1.3927644491195679,1.569301724433899,1.3960713148117065,2.9997477531433105,-1.1886212825775146,-0.7666600942611694,0.004059433937072754,0.00020897574722766876,-0.17951583862304688,-1.9211359024047852,3.007996082305908,2.7041099071502686,0.1392873227596283,2.2880704402923584,-0.024354007095098495
389,7.78,0.0,0.30000001192092896,0.0,0.0422724112868309,0.33666151762008667,-0.16437695920467377,-0.12934446334838867,-0.018372826278209686,-0.001275756862014532,0,1,1,0,1.3211017847061157,0.7729161381721497,0.6512750387191772,2.2315802574157715,1.9359631538391113,1.769455909729004,1.7821699380874634,0.6587871313095093,0.47555845975875854,-1.1238118410110474,-0.5120547413825989,-1.3156284093856812,1.0,0.7729161381721497,0.6512750387191772,1.0,1.0,1.0,1.0,0.6587871313095093,0.47555845975875854,-1.0,-0.5120547413825989,-1.0,0.1509341597557068,0.037392228841781616,0.8492363095283508,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.10693874955177307,2.1576414108276367,1.419862151145935,1.663834810256958,1.419862151145935,0.053117893636226654,0.055703043937683105,0.9403694868087769,1.0453835725784302,5.9452736422827e-06,-0.05917378142476082,-0.1807384043931961,-0.1650574803352356,2.186999559402466,1.3963463306427002,1.6128039360046387,1.4012665748596191,2.9994754791259766,-1.050215482711792,-0.8154512047767639,-0.16149643063545227,-0.00014346746320370585,-0.5919477939605713,-1.2811474800109863,3.0116045475006104,0.7842596173286438,0.14329786598682404,1.9681594371795654,0.43098020553588867
390,7.8,0.0,0.30000001192092896,0.0,0.029397502541542053,0.2961892783641815,0.004110256675630808,0.24241209030151367,-0.5604958534240723,-0.09091449528932571,0,1,1,1,1.3523114919662476,0.6279184818267822,0.5678847432136536,2.210634469985962,1.8990305662155151,1.4904799461364746,1.668047308921814,0.9435079097747803,0.304172158241272,-1.1491916179656982,-0.5812605619430542,-1.305645227432251,1.0,0.6279184818267822,0.5678847432136536,1.0,1.0,1.0,1.0,0.9435079097747803,0.304172158241272,-1.0,-0.5812605619430542,-1.0,0.1509341597557068,-0.0351065993309021,0.8075411319732666,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,0.03542163968086243,2.071948289871216,1.419862151145935,1.6292319297790527,1.419862151145935,0.11142854392528534,0.03298338130116463,0.9206233024597168,1.0412578582763672,5.844643965247087e-06,-0.06797292083501816,-0.19996361434459686,-0.12344404309988022,2.168597936630249,1.399392008781433,1.6459122896194458,1.4117599725723267,2.7932064533233643,-1.1499412059783936,-1.367375135421753,0.012401837855577469,-0.00043569656554609537,0.5437227487564087,-0.6833706498146057,-0.3680309057235718,-1.9676553010940552,-0.014696434140205383,1.2209233045578003,2.1877498626708984
391,7.82,0.0,0.30000001192092896,0.0,0.07149521261453629,0.18580861389636993,0.08712301403284073,0.3996402621269226,0.5661609172821045,-0.02302771806716919,1,0,1,1,0.8890627026557922,0.8712897300720215,0.8510613441467285,1.5668469667434692,1.940530776977539,-0.20731237530708313,1.0688449144363403,1.991058349609375,-0.1556016206741333,-1.2311515808105469,-0.6984840035438538,-1.3357089757919312,0.8890627026557922,0.8712897300720215,0.8510613441467285,1.0,1.0,-0.20731237530708313,1.0,1.0,-0.1556016206741333,-1.0,-0.6984840035438538,-1.0,0.0954655110836029,0.08657902479171753,0.9491294622421265,1.0235987901687622,0.06366768479347229,-0.5399885177612305,0.06366768479347229,0.06366768479347229,1.8420612812042236,1.419862151145935,1.5706201791763306,1.419862151145935,0.1453980952501297,0.023220228031277657,0.8991658687591553,1.0325016975402832,8.884032467904035e-06,-0.11804158240556717,-0.18427704274654388,-0.12364140897989273,2.124741554260254,1.4075603485107422,1.6570334434509277,1.4408583641052246,0.17278224229812622,0.032277897000312805,-0.4990847706794739,-0.6530221700668335,0.018712084740400314,-2.965376138687134,1.861006259918213,-0.16643761098384857,-1.080744981765747,0.54215407371521,-0.5542689561843872,0.968779981136322
392,7.84,0.0,0.30000001192092896,0.0,0.06736545264720917,0.2584192752838135,0.10380785167217255,-0.00679117813706398,0.034584611654281616,0.05689564347267151,1,0,0,1,0.62223219871521,1.3539316654205322,1.3498425483703613,0.8080371618270874,2.527376413345337,-0.5154532790184021,-0.3191010057926178,1.4895071983337402,-0.28586065769195557,-1.2579889297485352,-0.9953762888908386,-0.8315122723579407,0.62223219871521,1.0,1.0,0.8080371618270874,1.0,-0.5154532790184021,-0.3191010057926178,1.0,-0.28586065769195557,-1.0,-0.9953762888908386,-0.8315122723579407,-0.03794974088668823,0.1509341597557068,1.0235987901687622,0.9276173710823059,0.06366768479347229,-0.6940589547157288,-0.5958828330039978,0.06366768479347229,1.7769317626953125,1.419862151145935,1.4221739768981934,1.504106044769287,0.12183842062950134,0.037175774574279785,0.9065362811088562,1.0244200229644775,0.00032545794965699315,-0.17767325043678284,-0.217141255736351,-0.12410517036914825,2.1058268547058105,1.4185807704925537,1.6078146696090698,1.4605332612991333,-1.6247296333312988,1.2345869541168213,0.9681727886199951,-0.35786643624305725,0.030407164245843887,-2.9878413677215576,-2.975445032119751,0.16010180115699768,-1.0642608404159546,0.4546123743057251,-2.9989981651306152,1.002854347229004
393,7.86,0.0,0.30000001192092896,0.0,0.021196149289608,0.2762402594089508,0.09250034391880035,-0.07154049724340439,-0.05397108942270279,0.00031194218900054693,1,0,0,1,0.7402486205101013,1.455115795135498,1.685148000717163,0.8727208375930786,2.312373638153076,0.11142341047525406,0.03801722079515457,1.4908111095428467,0.12857289612293243,-0.4188215434551239,-1.4303102493286133,-0.7837158441543579,0.7402486205101013,1.0,1.0,0.8727208375930786,1.0,0.11142341047525406,0.03801722079515457,1.0,0.12857289612293243,-0.4188215434551239,-1.0,-0.7837158441543579,0.021058470010757446,0.1509341597557068,1.0235987901687622,0.9599592089653015,0.06366768479347229,-0.3806205987930298,-0.4173237085342407,0.06366768479347229,1.984148621559143,1.710451364517212,1.419862151145935,1.5280041694641113,0.08938351273536682,0.0718514695763588,0.936536967754364,1.0171778202056885,-1.4211613233783282e-05,-0.23804961144924164,-0.27640363574028015,-0.12123798578977585,2.0873560905456543,1.4715495109558105,1.5478466749191284,1.4796483516693115,-1.6557531356811523,2.0345733165740967,1.8711894750595093,-0.37685585021972656,0.049339380115270615,-3.0059165954589844,-2.972670793533325,0.20257525146007538,-0.939927875995636,2.9971461296081543,-2.9987680912017822,0.874740481376648
