step,time_s,cmd_x,cmd_y,cmd_yaw,root_vx_b,root_vy_b,root_vz_b,root_wx_b,root_wy_b,root_wz_b,contact_BL_FOOT,contact_BR_FOOT,contact_ML_FOOT,contact_MR_FOOT,policy_action_raw_BL_coxa_joint,policy_action_raw_BR_coxa_joint,policy_action_raw_ML_coxa_joint,policy_action_raw_MR_coxa_joint,policy_action_raw_BL_femur_joint,policy_action_raw_BR_femur_joint,policy_action_raw_ML_femur_joint,policy_action_raw_MR_femur_joint,policy_action_raw_BL_tibia_joint,policy_action_raw_BR_tibia_joint,policy_action_raw_ML_tibia_joint,policy_action_raw_MR_tibia_joint,action_BL_coxa_joint,action_BR_coxa_joint,action_ML_coxa_joint,action_MR_coxa_joint,action_BL_femur_joint,action_BR_femur_joint,action_ML_femur_joint,action_MR_femur_joint,action_BL_tibia_joint,action_BR_tibia_joint,action_ML_tibia_joint,action_MR_tibia_joint,target_pos_rad_BL_coxa_joint,target_pos_rad_BR_coxa_joint,target_pos_rad_ML_coxa_joint,target_pos_rad_MR_coxa_joint,target_pos_rad_BL_femur_joint,target_pos_rad_BR_femur_joint,target_pos_rad_ML_femur_joint,target_pos_rad_MR_femur_joint,target_pos_rad_BL_tibia_joint,target_pos_rad_BR_tibia_joint,target_pos_rad_ML_tibia_joint,target_pos_rad_MR_tibia_joint,actual_pos_rad_BL_coxa_joint,actual_pos_rad_BR_coxa_joint,actual_pos_rad_ML_coxa_joint,actual_pos_rad_MR_coxa_joint,actual_pos_rad_BL_femur_joint,actual_pos_rad_BR_femur_joint,actual_pos_rad_ML_femur_joint,actual_pos_rad_MR_femur_joint,actual_pos_rad_BL_tibia_joint,actual_pos_rad_BR_tibia_joint,actual_pos_rad_ML_tibia_joint,actual_pos_rad_MR_tibia_joint,actual_vel_radps_BL_coxa_joint,actual_vel_radps_BR_coxa_joint,actual_vel_radps_ML_coxa_joint,actual_vel_radps_MR_coxa_joint,actual_vel_radps_BL_femur_joint,actual_vel_radps_BR_femur_joint,actual_vel_radps_ML_femur_joint,actual_vel_radps_MR_femur_joint,actual_vel_radps_BL_tibia_joint,actual_vel_radps_BR_tibia_joint,actual_vel_radps_ML_tibia_joint,actual_vel_radps_MR_tibia_joint
109,2.18,0.0,0.30000001192092896,0.0,-0.00931963324546814,0.3512701988220215,0.008986946195363998,-0.34215646982192993,-0.27448317408561707,0.0705428197979927,1,0,0,1,0.7079684138298035,1.7610207796096802,1.7075226306915283,0.8550861477851868,2.1576881408691406,0.25668612122535706,0.641621470451355,1.48643958568573,0.23404355347156525,-0.9751077890396118,-1.300909161567688,-0.5852992534637451,0.7079684138298035,1.0,1.0,0.8550861477851868,1.0,0.25668612122535706,0.641621470451355,1.0,0.23404355347156525,-0.9751077890396118,-1.0,-0.5852992534637451,0.0049183666706085205,0.1509341597557068,1.0235987901687622,0.9511418342590332,0.06366768479347229,-0.307989239692688,-0.11552157998085022,0.06366768479347229,2.03688383102417,1.4323081970214844,1.419862151145935,1.6272125244140625,0.014576046727597713,0.17230570316314697,1.0395416021347046,0.9918118715286255,-0.0076237511821091175,-0.2685084939002991,-0.23246724903583527,-0.10637133568525314,2.046983003616333,1.5800118446350098,1.4170454740524292,1.5574393272399902,-1.3987656831741333,1.278503179550171,1.3857803344726562,-0.48159825801849365,-0.35294613242149353,0.39793774485588074,3.012376308441162,-0.14609616994857788,-0.715671956539154,-2.0616345405578613,-1.5753214359283447,1.2651612758636475
110,2.2,0.0,0.30000001192092896,0.0,-0.03234124183654785,0.43831783533096313,0.03069886937737465,-0.5266605019569397,-0.2764435112476349,0.042271390557289124,1,0,0,1,0.5340822339057922,1.8706566095352173,1.5797275304794312,0.7319534420967102,2.23467755317688,0.3957928419113159,1.0665723085403442,1.5999191999435425,0.01600509136915207,-1.2209901809692383,-1.3427470922470093,-0.5694549083709717,0.5340822339057922,1.0,1.0,0.7319534420967102,1.0,0.3957928419113159,1.0,1.0,0.01600509136915207,-1.0,-1.0,-0.5694549083709717,-0.0820247232913971,0.1509341597557068,1.0235987901687622,0.8895754814147949,0.06366768479347229,-0.23843589425086975,0.06366768479347229,0.06366768479347229,1.927864670753479,1.419862151145935,1.419862151145935,1.6351346969604492,-0.018313759937882423,0.1879664957523346,1.0464822053909302,0.9810060262680054,-0.010777031071484089,-0.25222089886665344,-0.17193084955215454,-0.11186770349740982,2.02819561958313,1.5224791765213013,1.3987308740615845,1.5855189561843872,-1.7067621946334839,0.35595840215682983,-0.11939795315265656,-0.6281824111938477,0.04413807764649391,1.0315598249435425,3.0192723274230957,-0.22443893551826477,-1.1654058694839478,-3.0033798217773438,-0.38893401622772217,1.3963165283203125
111,2.22,0.0,0.30000001192092896,0.0,0.06124385446310043,0.39403653144836426,0.1373968869447708,0.0001588277518749237,0.29207199811935425,0.22122883796691895,1,0,1,1,0.5060380101203918,1.9981358051300049,1.4275152683258057,0.8293250203132629,2.236924171447754,0.3373844027519226,1.2819806337356567,1.756004810333252,-0.2545781433582306,-1.6615761518478394,-1.4252574443817139,-0.6190452575683594,0.5060380101203918,1.0,1.0,0.8293250203132629,1.0,0.3373844027519226,1.0,1.0,-0.2545781433582306,-1.0,-1.0,-0.6190452575683594,-0.09604683518409729,0.1509341597557068,1.0235987901687622,0.9382612705230713,0.06366768479347229,-0.2676401138305664,0.06366768479347229,0.06366768479347229,1.792573094367981,1.419862151145935,1.419862151145935,1.6103395223617554,-0.05175928771495819,0.18806247413158417,1.041623592376709,0.9615206718444824,0.00010593265324132517,-0.24114343523979187,-0.15067827701568604,-0.11746855080127716,1.9866883754730225,1.464050531387329,1.4130737781524658,1.61248779296875,-1.7098636627197266,-0.2985459864139557,-0.35951730608940125,-1.1989130973815918,-0.03086397796869278,0.2454473078250885,0.6623052358627319,0.13143038749694824,-2.613406181335449,-2.6961581707000732,0.8741527795791626,1.2111876010894775
112,2.24,0.0,0.30000001192092896,0.0,0.028385164216160774,0.3506127893924713,0.2404969036579132,0.2786223888397217,-0.05833966284990311,0.09983956813812256,1,0,1,1,0.3313275873661041,2.0729477405548096,1.325305700302124,0.8500237464904785,2.1096770763397217,0.8587611317634583,1.7267018556594849,2.094923973083496,-0.1279761791229248,-1.9440850019454956,-1.156525731086731,-0.8991466164588928,0.3313275873661041,1.0,1.0,0.8500237464904785,1.0,0.8587611317634583,1.0,1.0,-0.1279761791229248,-1.0,-1.0,-0.8991466164588928,-0.18340204656124115,0.1509341597557068,1.0235987901687622,0.9486106634140015,0.06366768479347229,-0.006951749324798584,0.06366768479347229,0.06366768479347229,1.8558740615844727,1.419862151145935,1.419862151145935,1.470288872718811,-0.09443885833024979,0.18093492090702057,1.0301897525787354,0.9411013722419739,1.9959821656811982e-05,-0.19543004035949707,-0.13398116827011108,-0.09670653194189072,1.9426096677780151,1.4184150695800781,1.4254255294799805,1.6226428747177124,-2.3511147499084473,-0.3780873119831085,-0.6947317719459534,-0.9778996109962463,-0.0022824909538030624,2.996689796447754,1.1685267686843872,1.6328030824661255,-2.101133346557617,-1.7327630519866943,0.3597288429737091,-0.001831158995628357
113,2.2600000000000002,0.0,0.30000001192092896,0.0,-0.04887019097805023,0.33790671825408936,0.27691221237182617,0.6920555830001831,0.14203998446464539,0.12898550927639008,1,0,1,1,0.22014620900154114,1.8669193983078003,1.1956510543823242,0.5188822150230408,1.7740099430084229,1.0874197483062744,1.5632017850875854,1.0691487789154053,-0.17354238033294678,-1.922472357749939,-1.1484761238098145,-0.964479923248291,0.22014620900154114,1.0,1.0,0.5188822150230408,1.0,1.0,1.0,1.0,-0.17354238033294678,-1.0,-1.0,-0.964479923248291,-0.23899273574352264,0.1509341597557068,1.0235987901687622,0.783039927482605,0.06366768479347229,0.06366768479347229,0.06366768479347229,0.06366768479347229,1.8330910205841064,1.419862151145935,1.419862151145935,1.4376221895217896,-0.14558972418308258,0.1713668256998062,1.0184481143951416,0.9134871959686279,1.615522887732368e-05,-0.13563287258148193,-0.09971897304058075,-0.06021861359477043,1.9071820974349976,1.3970165252685547,1.4295235872268677,1.616295576095581,-2.6574411392211914,-0.5336732864379883,-0.47932618856430054,-1.6851774454116821,0.00369688356295228,2.9976775646209717,2.1626293659210205,2.0283260345458984,-1.6834311485290527,-0.5231298208236694,0.05446363240480423,-0.5931953191757202
114,2.2800000000000002,0.0,0.30000001192092896,0.0,0.0013752691447734833,0.2877557873725891,0.08182301372289658,0.6404895782470703,1.0558531284332275,0.034365154802799225,0,0,1,0,0.2853529453277588,1.4854686260223389,1.1383428573608398,0.9936712384223938,1.1275460720062256,1.4146883487701416,1.3444758653640747,-0.5355473160743713,-0.0005757445469498634,-1.7637789249420166,-1.104026436805725,-0.9519913792610168,0.2853529453277588,1.0,1.0,0.9936712384223938,1.0,1.0,1.0,-0.5355473160743713,-0.0005757445469498634,-1.0,-1.0,-0.9519913792610168,-0.20638936758041382,0.1509341597557068,1.0235987901687622,1.0204343795776367,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.7041059732437134,1.91957426071167,1.419862151145935,1.419862151145935,1.443866491317749,-0.19455155730247498,0.16269589960575104,1.0154087543487549,0.9015266299247742,-3.7836714454897447e-06,-0.0756680890917778,-0.05237475410103798,-0.10319017618894577,1.8907300233840942,1.3946739435195923,1.4301644563674927,1.5744822025299072,-2.162410259246826,-0.3828025162220001,-0.02800469473004341,0.31642788648605347,0.00012238039926160127,2.998629093170166,2.4639458656311035,-3.003438711166382,-0.226771280169487,0.20702753961086273,-0.006046967580914497,-3.000244379043579
115,2.3000000000000003,0.0,0.30000001192092896,0.0,0.005149781703948975,0.24087023735046387,0.030771037563681602,0.14366941154003143,0.09349041432142258,0.10626404732465744,0,1,1,0,0.46170487999916077,1.051127552986145,1.0941745042800903,2.015042304992676,0.5181660652160645,1.3652163743972778,1.7222806215286255,-0.09966922551393509,0.7072529196739197,-1.3026885986328125,-0.85731440782547,-1.3821204900741577,0.46170487999916077,1.0,1.0,1.0,0.5181660652160645,1.0,1.0,-0.09966922551393509,0.7072529196739197,-1.0,-0.85731440782547,-1.0,-0.11821340024471283,0.1509341597557068,1.0235987901687622,1.0235987901687622,-0.17724928259849548,0.06366768479347229,0.06366768479347229,-0.48616692423820496,2.2734885215759277,1.419862151145935,1.4912049770355225,1.419862151145935,-0.214480459690094,0.14700154960155487,1.0122495889663696,0.923738420009613,-0.033219777047634125,-0.04722124710679054,-0.024500243365764618,-0.16225755214691162,1.9432497024536133,1.3927298784255981,1.4390904903411865,1.5144572257995605,-0.0909135565161705,-1.082852840423584,-0.37080299854278564,1.6775490045547485,-2.5571188926696777,-0.38383448123931885,0.13128362596035004,-3.0216429233551025,3.0003502368927,-0.06359314918518066,0.8667067885398865,-2.998169183731079
116,2.32,0.0,0.30000001192092896,0.0,0.05029025673866272,0.2255273461341858,-0.0320308692753315,-0.17343437671661377,-0.05765552446246147,0.09464044123888016,0,1,1,0,0.6195034384727478,1.038213849067688,0.7874215841293335,2.197951555252075,0.8854347467422485,1.820474624633789,1.8855232000350952,-0.01823190413415432,0.8225844502449036,-1.2615090608596802,-0.7719082832336426,-1.2864620685577393,0.6195034384727478,1.0,0.7874215841293335,1.0,0.8854347467422485,1.0,1.0,-0.01823190413415432,0.8225844502449036,-1.0,-0.7719082832336426,-1.0,-0.03931412100791931,0.1509341597557068,0.917309582233429,1.0235987901687622,0.006385058164596558,0.06366768479347229,0.06366768479347229,-0.44544827938079834,2.3311543464660645,1.419862151145935,1.5339080095291138,1.419862151145935,-0.19070446491241455,0.12825390696525574,1.003821611404419,0.9641035199165344,-0.05954491347074509,-0.04804764688014984,-0.029956072568893433,-0.22198042273521423,2.0032567977905273,1.3902658224105835,1.4587774276733398,1.4565236568450928,2.094775915145874,-0.7922097444534302,-0.45032280683517456,2.2087252140045166,-0.3215089440345764,0.15648533403873444,-0.6171457767486572,-2.993828535079956,3.0003364086151123,-0.12089603394269943,1.0329152345657349,-2.6327950954437256
117,2.34,0.0,0.30000001192092896,0.0,0.054502442479133606,0.26161277294158936,-0.09044399112462997,-0.3202856481075287,-0.19866213202476501,0.05366429314017296,0,1,1,0,0.7500831484794617,0.8978332281112671,0.7716240882873535,2.234130620956421,1.1742748022079468,1.736230731010437,1.8867942094802856,0.3491160571575165,0.6683857440948486,-1.2317416667938232,-0.6085086464881897,-1.307939887046814,0.7500831484794617,0.8978332281112671,0.7716240882873535,1.0,1.0,1.0,1.0,0.3491160571575165,0.6683857440948486,-1.0,-0.6085086464881897,-1.0,0.025975733995437622,0.09985077381134033,0.909410834312439,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.26177430152893066,2.2540550231933594,1.419862151145935,1.6156078577041626,1.419862151145935,-0.1336253583431244,0.11214999109506607,0.9932084679603577,1.0064691305160522,-0.04021262004971504,-0.043149955570697784,-0.05146005004644394,-0.27021265029907227,2.063261032104492,1.388472080230713,1.4872173070907593,1.4149188995361328,3.000386953353882,-0.7681486010551453,-0.6164133548736572,1.976097822189331,1.8281776905059814,0.3198544979095459,-1.3090455532073975,-1.8553531169891357,3.000152587890625,-0.15220479667186737,1.5608010292053223,-1.5305957794189453
118,2.36,0.0,0.30000001192092896,0.0,0.019436027854681015,0.29654404520988464,-0.17462943494319916,-0.025812752544879913,-0.6503472328186035,0.037018340080976486,0,1,1,0,0.9874853491783142,0.8446828126907349,0.8220712542533875,2.344926357269287,1.4305814504623413,1.7153525352478027,1.8435779809951782,0.6758817434310913,0.5385703444480896,-1.181114912033081,-0.48449066281318665,-1.3347054719924927,0.9874853491783142,0.8446828126907349,0.8220712542533875,1.0,1.0,1.0,1.0,0.6758817434310913,0.5385703444480896,-1.0,-0.48449066281318665,-1.0,0.1446768343448639,0.07327556610107422,0.9346344470977783,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.09839144349098206,2.1891472339630127,1.419862151145935,1.677616834640503,1.419862151145935,-0.073631152510643,0.09409776329994202,0.9778462052345276,1.0392526388168335,4.1460671127424575e-06,-0.036900561302900314,-0.08494069427251816,-0.2656661868095398,2.123239040374756,1.3851155042648315,1.5268099308013916,1.3946198225021362,2.995346784591675,-1.0956873893737793,-1.0138320922851562,1.3102455139160156,0.0014969110488891602,0.3690035045146942,-1.9860467910766602,1.8763213157653809,3.0000295639038086,-0.08877360820770264,2.3098745346069336,-0.535753071308136
119,2.38,0.0,0.30000001192092896,0.0,-0.012599106878042221,0.32788872718811035,-0.2023628056049347,0.01568528264760971,-0.4144783020019531,0.05789618939161301,0,1,1,0,1.2378956079483032,0.8213250041007996,0.8103538751602173,2.3042898178100586,1.9174680709838867,1.8864858150482178,1.9094570875167847,0.6227505803108215,0.6180566549301147,-1.1392587423324585,-0.45093217492103577,-1.3553131818771362,1.0,0.8213250041007996,0.8103538751602173,1.0,1.0,1.0,1.0,0.6227505803108215,0.6180566549301147,-1.0,-0.45093217492103577,-1.0,0.1509341597557068,0.06159666180610657,0.9287757277488708,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.12495702505111694,2.2288904190063477,1.419862151145935,1.6943960189819336,1.419862151145935,-0.01363335456699133,0.06869491189718246,0.9585826396942139,1.046409010887146,2.6700733997131465e-06,-0.03752940893173218,-0.12687739729881287,-0.21363811194896698,2.182175397872925,1.3854212760925293,1.5780863761901855,1.3927712440490723,2.999758243560791,-1.2709805965423584,-0.8849247694015503,-0.13763922452926636,0.00022251602786127478,-0.2859821319580078,-1.9091073274612427,2.995736598968506,2.7638766765594482,0.04422883689403534,2.539398431777954,0.24106742441654205
120,2.4,0.0,0.30000001192092896,0.0,0.0035587958991527557,0.3418620824813843,-0.1912917196750641,-0.015027595683932304,-0.049836382269859314,-0.02110067941248417,0,1,1,0,1.3485292196273804,0.7664022445678711,0.7114105224609375,2.3595612049102783,2.0427565574645996,1.8902764320373535,1.8410004377365112,0.6525629162788391,0.5370007753372192,-1.0912708044052124,-0.4821415841579437,-1.3571226596832275,1.0,0.7664022445678711,0.7114105224609375,1.0,1.0,1.0,1.0,0.6525629162788391,0.5370007753372192,-1.0,-0.4821415841579437,-1.0,0.1509341597557068,0.034135282039642334,0.879304051399231,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,-0.11005085706710815,2.1883625984191895,1.419862151145935,1.6787914037704468,1.419862151145935,0.046354979276657104,0.0448894128203392,0.9413668513298035,1.0421698093414307,5.837423486809712e-06,-0.049813445657491684,-0.1601991504430771,-0.1535719484090805,2.2164714336395264,1.3879109621047974,1.6266742944717407,1.4019256830215454,2.9994843006134033,-1.0940287113189697,-0.8259846568107605,-0.2602027654647827,-0.00013307260815054178,-0.8035219311714172,-1.3269745111465454,2.9382760524749756,0.8620316982269287,0.12544234097003937,2.229914426803589,0.5723742842674255
121,2.42,0.0,0.30000001192092896,0.0,0.0588018037378788,0.3708537220954895,-0.11257432401180267,0.0673903226852417,-0.09544123709201813,-0.029314648360013962,0,1,1,1,1.3712799549102783,0.5985811948776245,0.5881009101867676,2.3248038291931152,1.973310947418213,1.6371150016784668,1.7306870222091675,0.911393404006958,0.37376338243484497,-1.1214618682861328,-0.5307917594909668,-1.338692545890808,1.0,0.5985811948776245,0.5881009101867676,1.0,1.0,1.0,1.0,0.911393404006958,0.37376338243484497,-1.0,-0.5307917594909668,-1.0,0.1509341597557068,-0.04977524280548096,0.817649245262146,1.0235987901687622,0.06366768479347229,0.06366768479347229,0.06366768479347229,0.019364386796951294,2.106743812561035,1.419862151145935,1.6544662714004517,1.419862151145935,0.10502239316701889,0.02137821540236473,0.923140287399292,1.0354080200195312,5.558934844884789e-06,-0.0679054781794548,-0.18058206140995026,-0.0979897677898407,2.2002036571502686,1.3914732933044434,1.6660410165786743,1.408450961112976,2.7908272743225098,-1.2676475048065186,-1.1915851831436157,-0.7882857322692871,-0.0003925311320926994,-0.5828055739402771,-0.8390039205551147,1.3101680278778076,-1.8698557615280151,0.07019951939582825,1.7139123678207397,-0.3728010058403015
122,2.44,0.0,0.30000001192092896,0.0,0.08490113168954849,0.22549863159656525,0.0486556775867939,0.47239750623703003,0.5512511730194092,0.02458491176366806,1,0,1,1,1.1580089330673218,0.6921425461769104,0.7205594182014465,1.6188026666641235,1.976346492767334,0.38056638836860657,1.2223492860794067,1.878058910369873,0.11124812811613083,-1.2132275104522705,-0.6969645619392395,-1.2373849153518677,1.0,0.6921425461769104,0.7205594182014465,1.0,1.0,0.38056638836860657,1.0,1.0,0.11124812811613083,-1.0,-0.6969645619392395,-1.0,0.1509341597557068,-0.0029945671558380127,0.8838784694671631,1.0235987901687622,0.06366768479347229,-0.24604912102222443,0.06366768479347229,0.06366768479347229,1.975486159324646,1.419862151145935,1.5713798999786377,1.419862151145935,0.1540796011686325,0.0025005792267620564,0.898564338684082,1.0257993936538696,0.0010834923014044762,-0.10634903609752655,-0.17500360310077667,-0.09760712087154388,2.146388292312622,1.400660753250122,1.6861846446990967,1.440343976020813,1.390877366065979,-0.8798611760139465,-1.1236249208450317,-0.7506670355796814,0.8568673133850098,-2.6565334796905518,1.3221182823181152,0.013830766081809998,0.24242377281188965,0.6798405051231384,0.421797513961792,1.313650131225586
123,2.46,0.0,0.30000001192092896,0.0,0.12743617594242096,0.24801188707351685,0.12354393303394318,-0.2667727470397949,-0.054226092994213104,0.10692741721868515,1,0,0,1,0.6822264194488525,1.255773901939392,1.2031745910644531,0.9641487002372742,2.4511218070983887,-0.6158676743507385,-0.34526294469833374,1.5051056146621704,-0.6029551029205322,-1.4885677099227905,-0.9896732568740845,-0.8669977188110352,0.6822264194488525,1.0,1.0,0.9641487002372742,1.0,-0.6158676743507385,-0.34526294469833374,1.0,-0.6029551029205322,-1.0,-0.9896732568740845,-0.8669977188110352,-0.007952630519866943,0.1509341597557068,1.0235987901687622,1.0056731700897217,0.06366768479347229,-0.744266152381897,-0.6089637875556946,0.06366768479347229,1.618384599685669,1.419862151145935,1.425025463104248,1.4863632917404175,0.1414668709039688,0.006247807759791613,0.8970504999160767,1.0196173191070557,0.0002991402870975435,-0.16543345153331757,-0.214868426322937,-0.10263079404830933,2.118326425552368,1.4161189794540405,1.6416410207748413,1.4630948305130005,-1.2727103233337402,0.96343594789505,0.6030199527740479,-0.0850832387804985,-0.22479520738124847,-2.9907405376434326,-2.9894232749938965,0.03626678138971329,-2.0512611865997314,0.6986382603645325,-2.9968035221099854,1.06929349899292
124,2.48,0.0,0.30000001192092896,0.0,0.022283343598246574,0.32497638463974,0.0674583837389946,-0.029419612139463425,0.06685983389616013,-0.05826416239142418,1,0,0,1,0.5544244647026062,1.4930472373962402,1.7328827381134033,0.6438436508178711,2.304784059524536,0.02669186145067215,-0.3617905080318451,1.3563036918640137,0.23592828214168549,-0.578415036201477,-1.4410721063613892,-0.7466988563537598,0.5544244647026062,1.0,1.0,0.6438436508178711,1.0,0.02669186145067215,-0.3617905080318451,1.0,0.23592828214168549,-0.578415036201477,-1.0,-0.7466988563537598,-0.07185360789299011,0.1509341597557068,1.0235987901687622,0.8455206155776978,0.06366768479347229,-0.42298638820648193,-0.6172275543212891,0.06366768479347229,2.0378262996673584,1.6306545734405518,1.419862151145935,1.5465127229690552,0.10253681242465973,0.04008657857775688,0.9217848777770996,1.013735055923462,-0.0006108171655796468,-0.22604823112487793,-0.2741415202617645,-0.10321125388145447,2.09519624710083,1.4668853282928467,1.581740140914917,1.4866911172866821,-2.383654832839966,2.202779531478882,1.691549301147461,-0.4952964186668396,0.007827918976545334,-3.0162408351898193,-2.975933313369751,-0.04399240389466286,-0.9002872109413147,2.994346857070923,-2.996128797531128,1.2086009979248047
125,2.5,0.0,0.30000001192092896,0.0,0.02433806285262108,0.29110029339790344,0.05786271393299103,-0.31070607900619507,-0.21373239159584045,0.0547957569360733,1,0,0,1,0.9323775172233582,1.4558159112930298,1.6800000667572021,1.1149593591690063,2.173577308654785,0.321207195520401,0.23343046009540558,1.4237470626831055,0.21949799358844757,-0.30466461181640625,-1.464702844619751,-0.6579622030258179,0.9323775172233582,1.0,1.0,1.0,1.0,0.321207195520401,0.23343046009540558,1.0,0.21949799358844757,-0.30466461181640625,-1.0,-0.6579622030258179,0.11712291836738586,0.1509341597557068,1.0235987901687622,1.0235987901687622,0.06366768479347229,-0.275728702545166,-0.3196170926094055,0.06366768479347229,2.029611110687256,1.767529845237732,1.419862151145935,1.590881109237671,0.06880411505699158,0.08916988223791122,0.9625290632247925,1.0060995817184448,-0.0018283426761627197,-0.2714107036590576,-0.32311052083969116,-0.10511891543865204,2.078364372253418,1.5268694162368774,1.5217000246047974,1.5097068548202515,-1.1849979162216187,2.528308391571045,2.239487409591675,-0.27401575446128845,-0.059055227786302567,-1.5922611951828003,-1.9675692319869995,0.005094908177852631,-0.9312541484832764,3.001049518585205,-3.0030956268310547,1.0341908931732178
126,2.52,0.0,0.30000001192092896,0.0,0.018362704664468765,0.31858259439468384,0.058736614882946014,-0.2755485475063324,-0.20874527096748352,0.012205344624817371,1,0,0,1,0.6902458071708679,1.6420692205429077,1.6257039308547974,0.9309735894203186,2.317781448364258,0.4884968400001526,0.9072055816650391,1.5725293159484863,0.25474512577056885,-0.5619509220123291,-1.4288679361343384,-0.5779919624328613,0.6902458071708679,1.0,1.0,0.9309735894203186,1.0,0.4884968400001526,0.9072055816650391,1.0,0.25474512577056885,-0.5619509220123291,-1.0,-0.5779919624328613,-0.003942936658859253,0.1509341597557068,1.0235987901687622,0.9890855550765991,0.06366768479347229,-0.19208389520645142,0.01727047562599182,0.06366768479347229,2.0472347736358643,1.6388866901397705,1.419862151145935,1.6308661699295044,0.041330866515636444,0.13724927604198456,1.0052160024642944,0.9994312524795532,-0.0025001841131597757,-0.278741717338562,-0.2947186529636383,-0.10588912665843964,2.0596132278442383,1.585862159729004,1.4622310400009155,1.5312342643737793,-1.4511839151382446,2.1873066425323486,1.96158766746521,-0.31698065996170044,-0.10340511798858643,0.6452025175094604,3.003274440765381,0.07320866733789444,-0.9496275782585144,2.7886719703674316,-2.8184115886688232,1.049851417541504
127,2.54,0.0,0.30000001192092896,0.0,-0.007327567785978317,0.3468116521835327,0.006218223832547665,-0.3369126319885254,-0.2744600772857666,0.0711359903216362,1,0,0,1,0.7022780776023865,1.7566657066345215,1.704559564590454,0.8496888279914856,2.1582419872283936,0.2527614235877991,0.639604926109314,1.4859014749526978,0.23253919184207916,-0.975183367729187,-1.2979605197906494,-0.5795314311981201,0.7022780776023865,1.0,1.0,0.8496888279914856,1.0,0.2527614235877991,0.639604926109314,1.0,0.23253919184207916,-0.975183367729187,-1.0,-0.5795314311981201,0.0020731985569000244,0.1509341597557068,1.0235987901687622,0.9484431743621826,0.06366768479347229,-0.3099516034126282,-0.11652985215187073,0.06366768479347229,2.0361318588256836,1.4322705268859863,1.419862151145935,1.630096435546875,0.012668452225625515,0.1719054877758026,1.0387212038040161,0.991277813911438,-0.008233834989368916,-0.2685682475566864,-0.23424766957759857,-0.10850773751735687,2.0445547103881836,1.5837286710739136,1.418063759803772,1.5556968450546265,-1.3778491020202637,1.3029865026474,1.397350788116455,-0.4726655185222626,-0.3766469359397888,0.3510979413986206,3.0139589309692383,-0.1664462834596634,-0.7045566439628601,-2.043041944503784,-1.6108849048614502,1.2861274480819702
128,2.56,0.0,0.30000001192092896,0.0,-0.032017722725868225,0.43633154034614563,0.026874173432588577,-0.5120490193367004,-0.27445507049560547,0.041807617992162704,1,0,0,1,0.5265017151832581,1.8657240867614746,1.5809273719787598,0.7225750088691711,2.235572338104248,0.39736708998680115,1.0614157915115356,1.5967793464660645,0.020923785865306854,-1.212352991104126,-1.3366659879684448,-0.5661550760269165,0.5265017151832581,1.0,1.0,0.7225750088691711,1.0,0.39736708998680115,1.0,1.0,0.020923785865306854,-1.0,-1.0,-0.5661550760269165,-0.08581498265266418,0.1509341597557068,1.0235987901687622,0.8848862648010254,0.06366768479347229,-0.23764877021312714,0.06366768479347229,0.06366768479347229,1.9303240776062012,1.419862151145935,1.419862151145935,1.636784553527832,-0.019803496077656746,0.18794330954551697,1.046531319618225,0.9804072976112366,-0.011952724307775497,-0.2529079020023346,-0.17371103167533875,-0.1142917275428772,2.0265116691589355,1.526165246963501,1.3991137742996216,1.5840625762939453,-1.7172452211380005,0.37232908606529236,-0.11438841372728348,-0.6291067600250244,0.005342409014701843,1.0191034078598022,3.0208492279052734,-0.2394208163022995,-1.1279000043869019,-3.0037083625793457,-0.41819506883621216,1.4194767475128174
129,2.58,0.0,0.30000001192092896,0.0,0.06174464896321297,0.39276617765426636,0.13832873106002808,-0.01055554673075676,0.27346107363700867,0.23707562685012817,1,0,1,1,0.5038836598396301,1.9947373867034912,1.4302083253860474,0.8275496363639832,2.2384181022644043,0.3388599455356598,1.2815567255020142,1.7538394927978516,-0.25144821405410767,-1.6502468585968018,-1.420514464378357,-0.6195688843727112,0.5038836598396301,1.0,1.0,0.8275496363639832,1.0,0.3388599455356598,1.0,1.0,-0.25144821405410767,-1.0,-1.0,-0.6195688843727112,-0.09712401032447815,0.1509341597557068,1.0235987901687622,0.9373736381530762,0.06366768479347229,-0.2669023275375366,0.06366768479347229,0.06366768479347229,1.7941380739212036,1.419862151145935,1.419862151145935,1.6100777387619019,-0.05378150939941406,0.18810449540615082,1.0411604642868042,0.9612828493118286,0.00012967314978595823,-0.2412216067314148,-0.15020078420639038,-0.1202559843659401,1.9876712560653687,1.467318058013916,1.4105489253997803,1.6113547086715698,-1.7575175762176514,-0.30088117718696594,-0.369293749332428,-1.188467025756836,-0.006785538047552109,0.2812626361846924,0.5681018829345703,0.10230488330125809,-2.4832684993743896,-2.7455391883850098,0.9241526126861572,1.2579269409179688
